D56; Thalassemia ;;;;,D56; talassemia ;;;;
D57; trastornos de células falciformes ;;;;,D57; distúrbios das células falciformes ;;;;;
D58; Otras anemias hemolíticas hereditarias ;;;;,D58; outras anemias hemolíticas hereditárias ;;;;;
D59; anemia hemolítica adquirida ;;;;,D59; anemia hemolítica adquirida ;;;;;
D60; adquirió aplasia de glóbulos rojos puros [eritroblastopenia] ;;;;,D60; adquirida aplasia pura de glóbulos vermelhos [eritroblastopenia] ;;;;
D61; oth anemias aplásicas y otros síndromes de falla de médula ósea ;;;;,D61; OTH anemias aplásticas e outras síndromes de insuficiência da medula óssea ;;;;;
D62; anemia posthemorrágica aguda ;;;;;,D62; anemia pós -reta aguda;
D63; anemia en enfermedades crónicas clasificadas en otra parte ;;;;,D63; anemia em doenças crônicas classificadas em outros lugares ;;;;
D64; otras anemias ;;;;,D64; outras anemias ;;;;
D65; coagulación intravascular diseminada ;;;;;,D65; coagulação intravascular disseminada ;;;;;
D66; deficiencia hereditaria de factor VIII ;;;;,D66; deficiência de fator hereditário VIII ;;;;;
D67; deficiencia hereditaria del factor IX ;;;;,D67; deficiência de fator hereditário IX ;;;;;
D68; otros defectos de coagulación ;;;;,D68; outros defeitos de coagulação ;;;;;
D69; Purpura y otras condiciones hemorrágicas ;;;;,D69; Purpura e outras condições hemorrágicas ;;;;
D70; neutropenia ;;;;,D70; neutropenia ;;;;
D71; trastornos funcionales de neutrófilos polimorfonucleares ;;;;;,D71; distúrbios funcionais de neutrófilos polimorfonucleares ;;;;;
D72; otros trastornos de glóbulos blancos ;;;;,D72; outros distúrbios de glóbulos brancos ;;;;;
D73; enfermedades de bazo ;;;;,D73; doenças do baço ;;;;;
D74; metemoglobinemia ;;;;,D74; Methemoglobinemia ;;;;;
D75; otras y enfermedades de la sangre de los órganos de la sangre y la sangre ;;;;;,D75; outras doenças e unsp doenças de sangue e órgãos formadores de sangue ;;;;
D76; Oth dis con tejido linforetular y reticulohistiocítico ;;;;,D76; oth dis com tecido linforético e reticulo -histiocítico ;;;;;
D77; Otros de la sangre/sangre de los órganos en enfermedades classd elswhr ;;;;,D77; OTH OMS RESTRO DE ORGANOS SANGULO/BLOOMENTO EM DOENÇAS CLASSD ELSWHR ;;;;
D78; complicaciones intraopeales y posprocedurales del bazo ;;;;;,D78; complicações intraop e pós -procedimento do baço ;;;;
D80; inmunodeficiencia con defectos predominantemente de anticuerpos ;;;;;,D80; imunodeficiência com defeitos predominantemente de anticorpos ;;;;;
D81; inmunodeficiencias combinadas ;;;;,D81; imunodeficiências combinadas ;;;;;
D82; inmunodeficiencia asociada con otros defectos importantes ;;;;;,D82; imunodeficiência associada a outros defeitos principais ;;;;
D83; inmunodeficiencia variable común ;;;;,D83; imunodeficiência variável comum ;;;;;
D84; otras inmunodeficiencias ;;;;,D84; outras imunodeficiências ;;;;;
D86; sarcoidosis ;;;;,D86; sarcoidose ;;;;
D89; Otros trastornos que involucran el mecanismo inmune,D89; outros distúrbios envolvendo o mecanismo imune
E00; síndrome de deficiencia de yodo congénita ;;;;,E00; síndrome de deficiência de iodo congênita ;;;;;
E01; trastornos de tiroides relacionados con la deficiencia de yodo y condado aliado ;;;;,E01; distúrbios da tireóide relacionados à deficiência de iodo e condição aliada ;;;;
E02; hipotiroidismo subclínico de deficiencia de yodo ;;;;;,E02; hipotireoidismo de deficiência de iodo subclínico ;;;;;
E03; otro hipotiroidismo ;;;;,E03; outro hipotireoidismo ;;;;;
E04; otro bocio no tóxico ;;;;,E04; outro bócio não tóxico ;;;;;
E05; tirotoxicosis [hipertiroidismo] ;;;;,E05; tireotoxicose [hipertireoidismo] ;;;;;
E06; tiroiditis ;;;;,E06; tireoidite ;;;;
E07; Otros trastornos de tiroides ;;;;,E07; outros distúrbios da tireóide ;;;;
E08; diabetes mellitus debido a la condición subyacente ;;;;;,E08; diabetes mellitus devido à condição subjacente ;;;;
E09; Diabetes mellitus inducida por fármaco o químicos ;;;;;,E09; diabetes mellitus induzido por drogas ou produtos químicos ;;;;;
E10; Diabetes mellitus tipo 1 ;;;;,E10; diabetes mellitus tipo 1 ;;;;;
E11; Diabetes mellitus tipo 2 ;;;;;,E11; diabetes mellitus tipo 2 ;;;;;
E13; Otra diabetes mellitus especificada ;;;;,E13; outro diabetes mellitus especificado ;;;;;
E15; coma hipoglucémica no diabética ;;;;,E15; coma hipoglicêmico não diabético ;;;;;
E16; Otros trastornos de la secreción interna pancreática ;;;;,E16; outros distúrbios da secreção interna pancreática ;;;;;
E20; hipoparatiroidismo ;;;;,E20; hipoparatireoidismo ;;;;;
E21; hiperparatiroidismo y otros trastornos de la glándula paratiroides ;;;;,E21; hiperparatireoidismo e outros distúrbios da glândula paratireóide ;;;;
E22; hiperfuncia de la glándula pituitaria ;;;;,E22; hiperfunção da glândula pituitária ;;;;
E23; hipofunción y otros trastornos de la glándula pituitaria ;;;;;,E23; hipofunção e outros distúrbios da glândula pituitária ;;;;
E24; síndrome de Cushing ;;;;,E24; síndrome de Cushing ;;;;;
E25; trastornos adrenogenitales ;;;;,E25; distúrbios adrenogenitais ;;;;;
E26; hiperaldosteronismo ;;;;,E26; hiperaldosteronismo ;;;;
E27; Otros trastornos de la glándula suprarrenal ;;;;,E27; outros distúrbios da glândula adrenal ;;;;
E28; disfunción ovárica ;;;;,E28; disfunção ovariana ;;;;;
E29; disfunción testicular ;;;;,E29; disfunção testicular ;;;;;
E30; trastornos de la pubertad,E30; distúrbios da puberdade
E31; disfunción poliglandular ;;;;,E31; disfunção poliglandular ;;;;;
E32; Enfermedades del timo ;;;;,E32; doenças do timo ;;;;
E34; otros trastornos endocrinos ;;;;,E34; outros distúrbios endócrinos ;;;;;
E35; trastornos de glándulas endocrinas en enfermedades classd elswhr ;;;;,E35; distúrbios das glândulas endócrinas em doenças classd elswhr ;;;;
E36; complicaciones intraoperatorias del sistema endocrino ;;;;,E36; complicações intraoperatórias do sistema endócrino ;;;;
E40; kwashiorkor ;;;;,E40; Kwashiorkor ;;;;
E41; marasmo nutricional ;;;;,E41; Marasmus nutricionais ;;;;;
E42; Kwashiorkor marásmico; 4.,E42; Marasmic Kwashiorkor; 4.
E43; desnutrición severa de proteínas en calorías no especificadas ;;;;;,E43; desnutrição de proteína severa não especificada de proteína severa ;;;;;
E44; desnutrición de proteínas en calorías de grado moderado y leve ;;;;,E44; desnutrição de proteína-caloria de grau moderado e leve ;;;;
E45; desarrollo retrasado después de la desnutrición de proteínas en calorías ;;;;;,E45; desenvolvimento retardado após a desnutrição de proteína-caloria ;;;;;
E46; desnutrición no especificada de proteínas en calorías ;;;;;,E46; desnutrição não especificada de proteína-caloria ;;;;;
E50; deficiencia de vitamina A ;;;;,E50; deficiência de vitamina A ;;;;
E51; deficiencia de tiamina ;;;;,E51; deficiência de tiamina ;;;;
E52; deficiencia de niacina [pelagra] ;;;;,E52; deficiência de niacina [Pellagra] ;;;;
E53; deficiencia de otras vitaminas del grupo B ;;;;,E53; deficiência de outras vitaminas do grupo B ;;;;;
E54; deficiencia de ácido ascórbico ;;;;,E54; deficiência de ácido ascórbico ;;;;;
E55; deficiencia de vitamina D ;;;;,E55; deficiência de vitamina D ;;;;
E56; Otras deficiencias de vitaminas ;;;;,E56; outras deficiências vitamínicas ;;;;;
E58; deficiencia dietética de calcio ;;;;,E58; deficiência de cálcio na dieta ;;;;;
E59; deficiencia de selenio dietético ;;;;,E59; deficiência de selênio na dieta ;;;;;
E60; deficiencia dietética de zinc ;;;;,E60; deficiência de zinco na dieta ;;;;;
E61; Deficiencia de otros elementos de nutrientes ;;;;,E61; deficiência de outros elementos nutrientes ;;;;;
E63; otras deficiencias nutricionales ;;;;,E63; outras deficiências nutricionais ;;;;;
E64; secuelas de desnutrición y otras deficiencias nutricionales ;;;;;,E64; sequelas de desnutrição e outras deficiências nutricionais ;;;;;
E65; adiposidad localizada ;;;;,E65; adiposidade localizada ;;;;
E66; sobrepeso y obesidad ;;;;,E66; sobrepeso e obesidade ;;;;;
E67; Otra hiperalimentación ;;;;,E67; outra hiperalimentação ;;;;
E68; secuelas de hiperalimentación ;;;;;,E68; sequelas de hiperalimentação ;;;;;
E70; Trastornos del metabolismo amino-ácido aromático ;;;;;,E70; distúrbios do metabolismo aromático de aminoácidos ;;;;;
E71; Disords de metab amino-ácido de cadena ramificada y metab de ácido graso ;;;;,E71; distúrbio do metabolismo aminoácido de cadeia ramificada e metaboduto ácido graxo ;;;;
E72; Otros trastornos del metabolismo amino-ácido ;;;;;,E72; outros distúrbios do metabolismo aminoácido ;;;;;
E73; intolerancia a la lactosa ;;;;,E73; intolerância à lactose ;;;;;
E74; Otros trastornos del metabolismo de los carbohidratos ;;;;;,E74; outros distúrbios do metabolismo de carboidratos ;;;;;
E75; trastornos del metabolismo de los esfingolípidos y otros trastornos de almacenamiento de lípidos ;;;;,E75; distúrbios do metabolismo esfingolipídico e outros distúrbios de armazenamento lipídicos ;;;;
E76; trastornos del metabolismo de glicosaminoglicano ;;;;;,E76; distúrbios do metabolismo glicosaminoglicano ;;;;;
E77; trastornos del metabolismo de las glucoproteínas ;;;;;,E77; distúrbios do metabolismo da glicoproteína ;;;;;
E78; trastornos del metabolismo de las lipoproteínas y otras lipidemias ;;;;,E78; distúrbios do metabolismo da lipoproteína e outras lipidemias ;;;;
E79; trastornos del metabolismo de purina y pirimidina ;;;;;,E79; distúrbios do metabolismo da purina e pirimidina ;;;;;
E80; trastornos del metabolismo de porfirina y bilirrubina ;;;;;,E80; distúrbios do metabolismo de porfirina e bilirrubina ;;;;;
E83; trastornos del metabolismo mineral ;;;;;,E83; distúrbios do metabolismo mineral ;;;;;
E84; fibrosis quística ;;;;,E84; fibrose cística ;;;;;
E85; amiloidosis ;;;;,E85; amiloidose ;;;;
E86; agotamiento del volumen ;;;;,E86; depleção de volume ;;;;
E87; Otros trastornos de fluido,E87; outros distúrbios do fluido
E88; Otros trastornos metabólicos y no especificados ;;;;;,E88; outros distúrbios metabólicos e não especificados ;;;;;
E89; comproc endocrino y metabólicos y trastornos,E89; compra e distúrbios endócrinos e metabólicos pós -procres
F01; demencia vascular ;;;;,F01; demência vascular ;;;;;
F02; demencia en otras enfermedades clasificadas en otra parte ;;;;,F02; demência em outras doenças classificadas em outros lugares ;;;;
F03; demencia no especificada ;;;;,F03; demência não especificada ;;;;;
F04; trastorno amnésico debido a la condición fisiológica conocida ;;;;,F04; transtorno amnésico devido à condição fisiológica conhecida ;;;;;
F05; delirio debido a la condición fisiológica conocida ;;;;,F05; delirium devido à condição fisiológica conhecida ;;;;;
F06; otros trastornos mentales debido a la condición fisiológica conocida ;;;;,F06; outros transtornos mentais devido à condição fisiológica conhecida ;;;;;
F07; trastornos de personalidad y comportamiento debido a un fisiol cond ;;;;,F07; personalidade e distúrbios comportamentais devido a Physiol Cond ;;;;;;
F09; trastorno mental de UNSP debido a la condición fisiológica conocida ;;;;,F09; distúrbio mental UNSP devido à condição fisiológica conhecida ;;;;;
F10; trastornos relacionados con el alcohol ;;;;,F10; distúrbios relacionados ao álcool ;;;;;
F11; trastornos relacionados con opioides ;;;;,F11; distúrbios relacionados a opióides ;;;;;
F12; trastornos relacionados con el cannabis ;;;;,F12; distúrbios relacionados à cannabis ;;;;;
F13; sedante,F13; sedativo
F14; trastornos relacionados con la cocaína ;;;;,F14; distúrbios relacionados à cocaína ;;;;;
F15; Otros trastornos relacionados con los estimulantes ;;;;,F15; outros distúrbios relacionados a estimulantes ;;;;;
F16; trastornos relacionados con alucinógenos ;;;;,F16; distúrbios relacionados ao hallucinogênio ;;;;;
F17; dependencia de nicotina ;;;;,F17; dependência de nicotina ;;;;
F18; trastornos relacionados con inhalantes ;;;;,F18; distúrbios relacionados inalantes ;;;;;
F19; Otros trastornos relacionados con la sustancia psicoactiva ;;;;,F19; outros distúrbios relacionados a substâncias psicoativas ;;;;;
F20; esquizofrenia ;;;;,F20; esquizofrenia ;;;;
F21; trastorno esquizotípico ;;;;,F21; Transtorno Esquizotípico ;;;;;
F22; trastornos delirantes ;;;;,F22; distúrbios ilusórios ;;;;;
F23; trastorno psicótico breve ;;;;,F23; breve transtorno psicótico ;;;;
F24; trastorno psicótico compartido ;;;;,F24; distúrbio psicótico compartilhado ;;;;;
F25; trastornos esquizoafectivos ;;;;,F25; distúrbios esquizoafetivos ;;;;;
F28; Oth Psych Trasly no debido a un subsio o conocido Physiol Cond ;;;;,F28; OTH Transtorno psicológico não devido a um sub -ou conhecido Physiol cond ;;;;
F29; psicosis unsp no debido a una sustancia o un fisiol condicional conocido ;;;;,F29; UNSP Psicose não devido a uma substância ou Fishiol Cond ;;;;;
F30; episodio maníaco ;;;;,F30; episódio maníaco ;;;;
F31; trastorno bipolar ;;;;,F31; transtorno bipolar ;;;;;
F32; episodio depresivo ;;;;,F32; episódio depressivo ;;;;
F33; trastorno depresivo mayor,F33; transtorno depressivo maior
F34; trastornos de estado de ánimo persistente [afectivo] ;;;;,F34; Distúrbios de humor persistente [afetivos] ;;;;;
F39; desorden no especificado de estado de ánimo [afectivo] ;;;;,F39; Transtorno de humor não especificado [afetivo] ;;;;;
F40; trastornos de ansiedad fóbica ;;;;,F40; transtornos de ansiedade fóbica ;;;;;
F41; otros trastornos de ansiedad ;;;;,F41; outros transtornos de ansiedade ;;;;
F42; trastorno obsesivo-compulsivo ;;;;,F42; transtorno obsessivo-compulsivo ;;;;;
F43; reacción al estrés severo,F43; reação ao estresse grave
F44; trastornos disociativos y de conversión ;;;;;,F44; distúrbios dissociativos e de conversão ;;;;;
F45; trastornos de la somatomisión ;;;;,F45; distúrbios somatofóricos ;;;;;
F48; otros trastornos mentales no psicóticos ;;;;,F48; outros transtornos mentais não psicóticos ;;;;;
F50; trastornos alimentarios ;;;;,F50; distúrbios alimentares ;;;;
F51; trastornos del sueño no debido a una sustancia o fisiol condicional conocido ;;;;,F51; distúrbios do sono não devido a uma substância ou physiol cond ;;;;;
F52; disfnct sexual no debido a una sustancia o fisiol cond ;;;;,F52; disfnnct sexual não devido a uma substância ou physiol cond ;;;;
F53; los trastornos mentales y de comportamiento se asocian con el puerperio,F53; distúrbios mentais e comportamentais associados ao Puerperium
F54; Psych & Behavrl Factores Assoc W Disord o Dis classd Elswhr ;;;;,F54; Psych & Behavrl Fatores Assoc W Disord ou Dis Classd elswhr ;;;;
F55; abuso de sustancias no psicoactivas ;;;;,F55; abuso de substâncias não psicoativas ;;;;;
F59; Unsp Behavrl Synd Assoc W Physiol perturban y factores de PhysCl ;;;;,F59; UNSP COMPRRRL SYND ASSOC W PHYSION DISTURNO E FATORES PHYSCL ;;;;;
F60; trastornos de personalidad específicos ;;;;,F60; distúrbios específicos da personalidade ;;;;;
F63; trastornos del impulso ;;;;,F63; distúrbios de impulso ;;;;;
F64; trastornos de identidad de género ;;;;,F64; distúrbios de identidade de gênero ;;;;;
F65; parafilias ;;;;,F65; parafilias ;;;;
F66; otros trastornos sexuales ;;;;,F66; outros distúrbios sexuais ;;;;
F68; Otros trastornos de la personalidad y el comportamiento de los adultos ;;;;,F68; outros distúrbios da personalidade e comportamento adultos ;;;;
F69; trastorno no especificado de la personalidad y el comportamiento de los adultos ;;;;,F69; distúrbio não especificado da personalidade e comportamento adultos ;;;;;
F70; discapacidades intelectuales leves ;;;;,F70; deficiências intelectuais leves ;;;;;
F71; discapacidades intelectuales moderadas ;;;;,F71; deficiências intelectuais moderadas ;;;;;
F72; discapacidades intelectuales severas ;;;;,F72; deficiências intelectuais graves ;;;;;
F73; discapacidades intelectuales profundas ;;;;,F73; deficiências intelectuais profundas ;;;;;
F78; otras discapacidades intelectuales ;;;;,F78; outras deficiências intelectuais ;;;;;
F79; discapacidades intelectuales no especificadas ;;;;,F79; deficiências intelectuais não especificadas ;;;;;
F80; trastornos de desarrollo específicos del habla y el lenguaje ;;;;,F80; distúrbios específicos do desenvolvimento da fala e da linguagem ;;;;
F81; trastornos de desarrollo específicos de habilidades escolares ;;;;,F81; distúrbios específicos do desenvolvimento de habilidades escolares ;;;;
F82; trastorno del desarrollo específico de la función motora ;;;;,F82; distúrbio de desenvolvimento específico da função motora ;;;;;
F84; trastornos del desarrollo generalizados ;;;;,F84; distúrbios generalizados do desenvolvimento ;;;;;
F88; Otros trastornos del desarrollo psicológico ;;;;,F88; outros distúrbios do desenvolvimento psicológico ;;;;;
F89; trastorno no especificado del desarrollo psicológico ;;;;,F89; distúrbio não especificado do desenvolvimento psicológico ;;;;
F90; trastornos de hiperactividad de déficit de atención ;;;;;,F90; distúrbios de hiperatividade déficit de atenção ;;;;;
F91; trastornos de conducta ;;;;,F91; conduta distúrbios ;;;;
F93; Trastornos emocionales con inicio específico para la infancia ;;;;,F93; distúrbios emocionais com início específico para a infância ;;;;
F94; DISord Social W aparición específica de la infancia y la adolescencia ;;;;;,F94; Distúrbio Social W Informado específico para a infância e adolescência ;;;;;
F95; trastorno de tic ;;;;,F95; Transtorno TIC ;;;;
F98; Oth Behav/EMOTN TRASTOR con el inicio generalmente ocurren en la infancia y adol ;;;;,F98; OTH IMPORTIDO COMPROMENTO/EMON COM O início geralmente ocorrem na infância e adol ;;;;
F99; trastorno mental,F99; Transtorno Mental
G00; meningitis bacteriana,G00; meningite bacteriana
G01; meningitis en enfermedades bacterianas clasificadas en otros lugares ;;;;,G01; meningite em doenças bacterianas classificadas em outros lugares ;;;;
G02; Meningitis en Oth Infec/Parastc Enfermedades classd Elswhr ;;;;,G02; meningite em outras doenças infecciosas/parastC Classd elswhr ;;;;
G03; meningitis debido a otras causas y no especificadas ;;;;,G03; meningite devido a outras causas e não especificadas ;;;;;
G04; encefalitis,G04; encefalite
G05; Enchlts,G05; Encphlts
G06; absceso intracraneal e intraespinal y granuloma ;;;;;,G06; abscesso e granuloma intracraniano e intraespinal ;;;;;
G07; Absceso y granuloma intraespinal en Internet en disswhr ;;;;,G07; interno e abscesso intraespinal e granuloma em DIS Classd elswhr ;;;;
G08; flebitis intracraneal e intraespinal y tromboflebitis ;;;;;,G08; flebitis intracranianos e intraespinais e tromboflebitis ;;;;
G09; secuelas de enfermedades inflamatorias del sistema nervioso central ;;;;;,G09; sequelas de doenças inflamatórias do sistema nervoso central ;;;;;
G10; enfermedad de Huntington ;;;;,G10; doença de Huntington ;;;;
G11; ataxia hereditaria ;;;;,G11; ataxia hereditária ;;;;
G12; atrofia muscular espinal y síndromes relacionados ;;;;;,G12; atrofia muscular espinhal e síndromes relacionadas ;;;;;
G13; Atrofias sistémicas aff cnsl en enfermedades classd elswhr ;;;;,G13; ATROFIAS SISTEMICAS AFF CNSL em doenças Classd elswhr ;;;;
C14; Postpone suscripción ???,C14; assinatura de adição ???
G20; enfermedad de Parkinson ;;;;,G20; doença de Parkinson ;;;;
G21; Parkinsonismo secundario ;;;;,G21; parkinsonismo secundário ;;;;
G23; Otras enfermedades degenerativas de los ganglios basales ;;;;,G23; outras doenças degenerativas dos gânglios da base ;;;;;
G24; Distonia ;;;;,G24; DISSTONIA ;;;;
G25; otros trastornos extrapiramidales y de movimiento ;;;;;,G25; outros distúrbios extrapiramidal e de movimento ;;;;;
G26; trastorno extrapiramidal y del movimiento en enfermedades classd elswhr ;;;;,G26; Extrapiramidal e Transtorno do Movimento em Doenças Classd elswhr ;;;;
G30; enfermedad de Alzheimer ;;;;,G30; doença de Alzheimer ;;;;;
G31; Oth Degenerative Enfermedades del sistema nervioso,G31; outras doenças degenerativas do sistema nervoso
G32; con trastorno degenerativo del sistema nervioso en dis classd elswhr ;;;;,G32; com transtorno degenerativo do sistema nervoso em DIS Classd elswhr ;;;;
G35; esclerosis múltiple ;;;;,G35; esclerose múltipla ;;;;
G36; otra desmielinización diseminada aguda ;;;;,G36; outra desmielinização aguda disseminada ;;;;;
G37; otras enfermedades desmielinizantes del sistema nervioso central ;;;;,G37; outras doenças desmielinizantes do sistema nervoso central ;;;;;
G40; epilepsia y convulsiones recurrentes ;;;;,G40; epilepsia e convulsões recorrentes ;;;;
G43; migraña ;;;;,G43; enxaqueca ;;;;
G44; otros síndromes de dolor de cabeza ;;;;,G44; outras síndromes de dor de cabeça ;;;;;
G45; ataques isquémicos cerebrales transitorios y síndromes relacionados ;;;;,G45; ataques isquêmicos cerebrais transitórios e síndromes relacionadas ;;;;;
G46; síndromes vasculares del cerebro en enfermedades cerebrovasculares ;;;;,G46; síndromes vasculares do cérebro em doenças cerebrovasculares ;;;;;
G47; trastornos del sueño ;;;;,G47; distúrbios do sono ;;;;
G50; trastornos del nervio trigémino ;;;;,G50; distúrbios do nervo trigêmeo ;;;;;
G51; trastornos del nervio facial ;;;;,G51; distúrbios do nervo facial ;;;;;
G52; trastornos de otros nervios craneales ;;;;,G52; distúrbios de outros nervos cranianos ;;;;;
G53; trastornos del nervio craneal en enfermedades clasificadas en otra parte ;;;;,G53; distúrbios do nervo craniano em doenças classificadas em outros lugares ;;;;
G54; trastornos de raíz nerviosa y plexo ;;;;;,G54; transtornos da raiz e plexo nervosos ;;;;;
G55; compresiones de raíz nerviosa y plexo en enfermedades classd elswhr ;;;;,G55; compressões da raiz do nervo e do plexo em doenças Classd elswhr ;;;;
G56; Mononeuropatías de la extremidad superior ;;;;,G56; mononeuropatias do membro superior ;;;;
G57; Mononeuropatías de la extremidad inferior ;;;;,G57; mononeuropatias do membro inferior ;;;;
G58; otras mononeuropatías ;;;;,G58; outras mononeuropatias ;;;;;
G59; Mononeuropatía en enfermedades clasificadas en otra parte ;;;;,G59; mononeuropatia em doenças classificadas em outros lugares ;;;;
G60; neuropatía hereditaria e idiopática ;;;;,G60; neuropatia hereditária e idiopática ;;;;;
G61; polineuropatía inflamatoria ;;;;,G61; polineuropatia inflamatória ;;;;;
G62; otras polneuropatías y no especificadas ;;;;;,G62; outras polineuropatias e não especificadas;
G63; Polineuropatía en enfermedades clasificadas en otra parte ;;;;,G63; Polyneuropatia em doenças classificadas em outros lugares ;;;;
G64; Otros trastornos del sistema nervioso periférico ;;;;,G64; outros distúrbios do sistema nervoso periférico ;;;;;
G65; secuelas de polineuropatías inflamatorias y tóxicas ;;;;;,G65; sequelas de polineuropatias inflamatórias e tóxicas ;;;;;
G70; Myastenia gravis y otros trastornos myoneurales ;;;;;,G70; miastenia gravis e outros distúrbios mioneurais ;;;;
G71; trastornos primarios de los músculos ;;;;,G71; distúrbios primários dos músculos ;;;;;
G72; otras miopatías y miopatías no especificadas ;;;;,G72; outras miopatias e não especificadas ;;;;;
G73; Disord de unión y músculo myoneural en dis classd elswhr ;;;;,G73; distúrbio da junção e músculo mioneural em DIS Classd elswhr ;;;;
G80; parálisis cerebral ;;;;,G80; Paralisia Cerebral ;;;;;
G81; hemiplejia y hemiparesis ;;;;,G81; Hemiplegia e Hemiparesia ;;;;
G82; paraaplejia (paraaparesis) y cuadriplegia (cuadriparesia) ;;;;,G82; paraplegia (paraparesia) e quadriplegia (quadriparesia) ;;;;
G83; otros síndromes paralíticos ;;;;,G83; outras síndromes paralíticas ;;;;;
G89; dolor,G89; dor
G90; trastornos del sistema nervioso autónomo ;;;;,G90; distúrbios do sistema nervoso autonômico ;;;;;
G91; Hydrocephalus ;;;;,G91; Hydrocephalus ;;;;;
G92; encefalopatía tóxica ;;;;,G92; encefalopatia tóxica ;;;;;
G93; Otros trastornos del cerebro ;;;;,G93; outros distúrbios do cérebro ;;;;
G94; Otros trastornos del cerebro en enfermedades clasificadas en otros lugares ;;;;,G94; outros distúrbios do cérebro em doenças classificadas em outros lugares ;;;;
G95; otras enfermedades y no especificadas de la médula espinal ;;;;,G95; outras doenças e não especificadas da medula espinhal ;;;;
G96; Otros trastornos del sistema nervioso central ;;;;,G96; outros distúrbios do sistema nervoso central ;;;;;
G97; intraop y postproc y trastornos del sistema nervioso,G97; Intraop e Postproc Comp e distúrbios do sistema nervoso
G98; Otros trastornos del sistema nervioso no clasificados en otros lugares ;;;;,G98; outros distúrbios do sistema nervoso não classificados em outros lugares ;;;;;
G99; Otros trastornos del sistema nervioso en enfermedades classd elswhr ;;;;,G99; outros distúrbios do sistema nervoso em doenças Classd elswhr ;;;;
H00; Hordeolum y Chalazion ;;;;,H00; Hordeolum e Chalazion ;;;;;
H01; Otra inflamación de los párpados ;;;;,H01; outra inflamação da pálpebra ;;;;;
H02; Otros trastornos de los párpados ;;;;,H02; outros distúrbios da pálpebra ;;;;
H04; Trastornos del sistema lagrimal ;;;;,H04; distúrbios do sistema lacrimal ;;;;;
H05; trastornos de órbita ;;;;,H05; distúrbios da órbita ;;;;
H10; conjuntivitis ;;;;,H10; conjuntivite ;;;;
H11; otros trastornos de conjuntiva ;;;;,H11; outros distúrbios da conjuntiva ;;;;;
H15; Trastornos de Sclera ;;;;,H15; Distúrbios de Sclera ;;;;;
H16; queratitis ;;;;,H16; ceratite ;;;;
H17; cicatrices corneales y opacidades ;;;;,H17; cicatrizes e opacidades da córnea ;;;;;
H18; Otros trastornos de Cornea ;;;;,H18; outros distúrbios da córnea ;;;;;
H20; iridociclitis ;;;;,H20; iridociclite ;;;;
H21; Otros trastornos del Iris y el cuerpo ciliar ;;;;;,H21; outros distúrbios da íris e do corpo ciliar ;;;;;
H22; Trastornos del iris y el cuerpo ciliar en enfermedades classd elswhr ;;;;,H22; distúrbios do corpo de íris e ciliares em doenças Classd elswhr ;;;;
H25; catarata relacionada con la edad ;;;;,H25; catarata relacionada à idade ;;;;;
H26; otra catarata ;;;;,H26; outra catarata ;;;;
H27; Otros trastornos de lente ;;;;,H27; outros distúrbios das lentes ;;;;
H28; catarata en enfermedades clasificadas en otra parte ;;;;,H28; catarata em doenças classificadas em outros lugares ;;;;
H30; inflamación coriorretinal ;;;;,H30; inflamação coriorretiniana ;;;;;
H31; otros trastornos de la coroides ;;;;,H31; outros distúrbios do coróide ;;;;
H32; trastornos coriorretinales en enfermedades clasificadas en otra parte ;;;;,H32; distúrbios coriorretinais em doenças classificadas em outros lugares ;;;;
H33; destacamentos de retina y descansos ;;;;,H33; descolamentos e quebras da retina ;;;;;
H34; oclusiones vasculares retinianas ;;;;,H34; oclusões vasculares retinianas ;;;;;
H35; otros trastornos retinianos ;;;;,H35; outros distúrbios da retina ;;;;
H36; trastornos retinianos en enfermedades clasificadas en otra parte ;;;;,H36; distúrbios da retina em doenças classificadas em outros lugares ;;;;
H40; Glaucoma ;;;;,H40; glaucoma ;;;;
H42; Glaucoma en enfermedades clasificadas en otra parte ;;;;,H42; glaucoma em doenças classificadas em outros lugares ;;;;
H43; trastornos del cuerpo vítreo ;;;;,H43; distúrbios do corpo vítreo ;;;;;
H44; trastornos de Globe ;;;;,H44; distúrbios do Globe ;;;;
H46; neuritis óptica ;;;;,H46; neurite óptica ;;;;
H47; Otros trastornos de las vías nerviosas y visuales ópticas [2º] ;;;;;,H47; outros distúrbios do nervo óptico [2º] e vias visuais ;;;;;
H49; estrabismo paralítico ;;;;,H49; estrabismo paralítico ;;;;;
H50; otro estrabismo ;;;;,H50; outro estrabismo ;;;;
H51; Otros trastornos del movimiento binocular ;;;;,H51; outros distúrbios do movimento binocular ;;;;;
H52; trastornos de refracción y alojamiento ;;;;,H52; distúrbios de refração e acomodação ;;;;
H53; perturbaciones visuales ;;;;,H53; distúrbios visuais ;;;;
H54; ceguera y baja visión ;;;;,H54; cegueira e baixa visão ;;;;
H55; Nystagmo y otros movimientos oculares irregulares ;;;;;,H55; Nistagmo e outros movimentos irregulares dos olhos ;;;;;
H57; Otros trastornos de Eye y Adnexa ;;;;,H57; outros distúrbios do olho e ANDNEXA ;;;;
H59; Intrap y PostProc Comp and Disord of Eye y Adnexa,H59; Intraop e Postproc Comp e Distúrbios de Eye and ANDNEXA
H60; Otitis externa ;;;;,H60; otite externa ;;;;
H61; Otros trastornos del oído externo ;;;;,H61; outros distúrbios do ouvido externo ;;;;;
